[2026-03-11 12:12:33] [INFO    ] discord.client: logging in using static token
[2026-03-11 12:13:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 12, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-11T16:13:12.765000+00:00', 'pinned': False, 'nonce': '3175859798745546855', 'mentions': [{'username': 'madi.hauptmann', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:03.948000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1387933751937339475', 'global_name': 'madihauptmann', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1481301380365942807'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:50.409504+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1481324123715010741', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@1387933751937339475>, the Premium Member role has been removed from you.', 'components': [], 'channel_type': 0, 'channel_id': '1481301186266267681', 'author': {'username': 'python_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1481299697774624949', 'global_name': None, 'display_name_styles': None, 'discriminator': '2109', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1481301185226084516'}}
[2026-03-11 12:13:12] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:13:12] [DEBUG   ] discord.client: Dispatching event message
[2026-03-11 12:13:12] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1481301186266267681/messages with {"content":"<@1387933751937339475>, the Premium Member role has been removed from you.","components":[],"nonce":"3175859798745546855","enforce_nonce":true,"tts":false} has returned 200
[2026-03-11 12:13:12] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1481301186266267681/messages has received {'type': 0, 'content': '<@1387933751937339475>, the Premium Member role has been removed from you.', 'mentions': [{'id': '1387933751937339475', 'username': 'madi.hauptmann', 'avatar': None, 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'madihauptmann', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-11T16:13:12.765000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1481324123715010741', 'channel_id': '1481301186266267681', 'author': {'id': '1481299697774624949', 'username': 'python_bot', 'avatar': None, 'discriminator': '2109', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '3175859798745546855'}
[2026-03-11 12:13:12] [DEBUG   ] discord.client: Dispatching event command_completion
[2026-03-11 12:13:15] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2026-03-11 12:13:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-11 12:13:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-11T16:13:44.543000+00:00', 'pinned': False, 'nonce': '1481324255923666944', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:03.948000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1481324257001738513', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'bitch', 'components': [], 'channel_type': 0, 'channel_id': '1481301186266267681', 'author': {'username': 'madi.hauptmann', 'public_flags': 0, 'primary_guild': None, 'id': '1387933751937339475', 'global_name': 'madihauptmann', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1481301185226084516'}}
[2026-03-11 12:13:44] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:13:44] [DEBUG   ] discord.client: Dispatching event message
[2026-03-11 12:13:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 14, 'op': 0, 'd': {'id': '1481324257001738513', 'channel_id': '1481301186266267681', 'guild_id': '1481301185226084516'}}
[2026-03-11 12:13:44] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:13:44] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2026-03-11 12:13:44] [DEBUG   ] discord.client: Dispatching event message_delete
[2026-03-11 12:13:44] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1481301186266267681/messages/1481324257001738513 with None has returned 204
[2026-03-11 12:13:44] [DEBUG   ] discord.http: DELETE /channels/{channel_id}/messages/{message_id}:sub-10-seconds has found its initial rate limit bucket hash (9a4e05a217afd885787cb9f6f7d71853).
[2026-03-11 12:13:44] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1481301186266267681/messages/1481324257001738513 has received 
[2026-03-11 12:13:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 15, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-11T16:13:44.909000+00:00', 'pinned': False, 'nonce': '504362632033395760', 'mentions': [{'username': 'madi.hauptmann', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:03.948000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1387933751937339475', 'global_name': 'madihauptmann', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1481301380365942807'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:50.409504+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1481324258536849512', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@1387933751937339475>, please watch your language!', 'components': [], 'channel_type': 0, 'channel_id': '1481301186266267681', 'author': {'username': 'python_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1481299697774624949', 'global_name': None, 'display_name_styles': None, 'discriminator': '2109', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1481301185226084516'}}
[2026-03-11 12:13:44] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:13:44] [DEBUG   ] discord.client: Dispatching event message
[2026-03-11 12:13:44] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1481301186266267681/messages with {"content":"<@1387933751937339475>, please watch your language!","components":[],"nonce":"504362632033395760","enforce_nonce":true,"tts":false} has returned 200
[2026-03-11 12:13:44] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1481301186266267681/messages has received {'type': 0, 'content': '<@1387933751937339475>, please watch your language!', 'mentions': [{'id': '1387933751937339475', 'username': 'madi.hauptmann', 'avatar': None, 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'madihauptmann', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-11T16:13:44.909000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1481324258536849512', 'channel_id': '1481301186266267681', 'author': {'id': '1481299697774624949', 'username': 'python_bot', 'avatar': None, 'discriminator': '2109', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '504362632033395760'}
[2026-03-11 12:13:56] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 15.
[2026-03-11 12:13:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-11 12:14:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-11T16:14:17.026000+00:00', 'pinned': False, 'nonce': '1481324392238546944', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:03.948000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1481324393245315294', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '/poll Is Madi the best?', 'components': [], 'channel_type': 0, 'channel_id': '1481301186266267681', 'author': {'username': 'madi.hauptmann', 'public_flags': 0, 'primary_guild': None, 'id': '1387933751937339475', 'global_name': 'madihauptmann', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1481301185226084516'}}
[2026-03-11 12:14:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:14:16] [DEBUG   ] discord.client: Dispatching event message
[2026-03-11 12:14:16] [DEBUG   ] discord.client: Dispatching event command
[2026-03-11 12:14:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 17, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-11T16:14:17.226000+00:00', 'pinned': False, 'nonce': '2548458740734761072', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1481301380365942807'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:50.409504+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1481324394084044880', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Poll', 'id': '1481324394084044881', 'description': 'Is Madi the best?', 'content_scan_version': 0}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1481301186266267681', 'author': {'username': 'python_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1481299697774624949', 'global_name': None, 'display_name_styles': None, 'discriminator': '2109', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1481301185226084516'}}
[2026-03-11 12:14:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:14:17] [DEBUG   ] discord.client: Dispatching event message
[2026-03-11 12:14:17] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1481301186266267681/messages with {"embeds":[{"flags":0,"type":"rich","description":"Is Madi the best?","title":"Poll"}],"content":null,"components":[],"nonce":"2548458740734761072","enforce_nonce":true,"tts":false} has returned 200
[2026-03-11 12:14:17] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1481301186266267681/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'Poll', 'description': 'Is Madi the best?', 'content_scan_version': 0}], 'timestamp': '2026-03-11T16:14:17.226000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1481324394084044880', 'channel_id': '1481301186266267681', 'author': {'id': '1481299697774624949', 'username': 'python_bot', 'avatar': None, 'discriminator': '2109', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '2548458740734761072'}
[2026-03-11 12:14:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 18, 'op': 0, 'd': {'user_id': '1481299697774624949', 'type': 0, 'message_id': '1481324394084044880', 'message_author_id': '1481299697774624949', 'member': {'user': {'username': 'python_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1481299697774624949', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '2109', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1481301380365942807'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:50.409504+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '👍', 'id': None}, 'channel_id': '1481301186266267681', 'burst': False, 'guild_id': '1481301185226084516'}}
[2026-03-11 12:14:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:14:18] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2026-03-11 12:14:18] [DEBUG   ] discord.client: Dispatching event reaction_add
[2026-03-11 12:14:18] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1481301186266267681/messages/1481324394084044880/reactions/%F0%9F%91%8D/@me with None has returned 204
[2026-03-11 12:14:18] [DEBUG   ] discord.http: PUT /channels/{channel_id}/messages/{message_id}/reactions/{emoji}/@me has found its initial rate limit bucket hash (acca06189c86c292e9013a444ec3184d).
[2026-03-11 12:14:18] [DEBUG   ] discord.http: A rate limit bucket (acca06189c86c292e9013a444ec3184d) has been exhausted. Pre-emptively rate limiting...
[2026-03-11 12:14:18] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1481301186266267681/messages/1481324394084044880/reactions/%F0%9F%91%8D/@me has received 
[2026-03-11 12:14:18] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1481301186266267681/messages/1481324394084044880/reactions/%F0%9F%91%8E/@me with None has returned 204
[2026-03-11 12:14:18] [DEBUG   ] discord.http: A rate limit bucket (acca06189c86c292e9013a444ec3184d) has been exhausted. Pre-emptively rate limiting...
[2026-03-11 12:14:18] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1481301186266267681/messages/1481324394084044880/reactions/%F0%9F%91%8E/@me has received 
[2026-03-11 12:14:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 19, 'op': 0, 'd': {'user_id': '1481299697774624949', 'type': 0, 'message_id': '1481324394084044880', 'message_author_id': '1481299697774624949', 'member': {'user': {'username': 'python_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1481299697774624949', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '2109', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1481301380365942807'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:50.409504+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '👎', 'id': None}, 'channel_id': '1481301186266267681', 'burst': False, 'guild_id': '1481301185226084516'}}
[2026-03-11 12:14:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:14:18] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2026-03-11 12:14:18] [DEBUG   ] discord.client: Dispatching event reaction_add
[2026-03-11 12:14:19] [DEBUG   ] discord.client: Dispatching event command_completion
[2026-03-11 12:14:37] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 19.
[2026-03-11 12:14:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-11 12:14:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 20, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-11T16:14:55.870000+00:00', 'pinned': False, 'nonce': '1481324555011096576', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:03.948000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1481324556168986794', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '/assign', 'components': [], 'channel_type': 0, 'channel_id': '1481301186266267681', 'author': {'username': 'madi.hauptmann', 'public_flags': 0, 'primary_guild': None, 'id': '1387933751937339475', 'global_name': 'madihauptmann', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1481301185226084516'}}
[2026-03-11 12:14:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:14:55] [DEBUG   ] discord.client: Dispatching event message
[2026-03-11 12:14:55] [DEBUG   ] discord.client: Dispatching event command
[2026-03-11 12:14:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 21, 'op': 0, 'd': {'user': {'username': 'madi.hauptmann', 'public_flags': 0, 'primary_guild': None, 'id': '1387933751937339475', 'global_name': 'madihauptmann', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'unusual_dm_activity_until': None, 'roles': ['1481305618794024990'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2026-03-11T14:42:03.948000+00:00', 'guild_id': '1481301185226084516', 'flags': 0, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2026-03-11 12:14:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:14:56] [DEBUG   ] discord.client: Dispatching event member_update
[2026-03-11 12:14:56] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/guilds/1481301185226084516/members/1387933751937339475/roles/1481305618794024990 with None has returned 204
[2026-03-11 12:14:56] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/guilds/1481301185226084516/members/1387933751937339475/roles/1481305618794024990 has received 
[2026-03-11 12:14:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 22, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-11T16:14:56.487000+00:00', 'pinned': False, 'nonce': '9611413320512250685', 'mentions': [{'username': 'madi.hauptmann', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1481305618794024990'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:03.948000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1387933751937339475', 'global_name': 'madihauptmann', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1481301380365942807'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:50.409504+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1481324558756614164', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@1387933751937339475>, you have been assigned the Premium Member role!', 'components': [], 'channel_type': 0, 'channel_id': '1481301186266267681', 'author': {'username': 'python_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1481299697774624949', 'global_name': None, 'display_name_styles': None, 'discriminator': '2109', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1481301185226084516'}}
[2026-03-11 12:14:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:14:56] [DEBUG   ] discord.client: Dispatching event message
[2026-03-11 12:14:56] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1481301186266267681/messages with {"content":"<@1387933751937339475>, you have been assigned the Premium Member role!","components":[],"nonce":"9611413320512250685","enforce_nonce":true,"tts":false} has returned 200
[2026-03-11 12:14:56] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1481301186266267681/messages has received {'type': 0, 'content': '<@1387933751937339475>, you have been assigned the Premium Member role!', 'mentions': [{'id': '1387933751937339475', 'username': 'madi.hauptmann', 'avatar': None, 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'madihauptmann', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-11T16:14:56.487000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1481324558756614164', 'channel_id': '1481301186266267681', 'author': {'id': '1481299697774624949', 'username': 'python_bot', 'avatar': None, 'discriminator': '2109', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '9611413320512250685'}
[2026-03-11 12:14:56] [DEBUG   ] discord.client: Dispatching event command_completion
[2026-03-11 12:15:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 23, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-11T16:15:06.265000+00:00', 'pinned': False, 'nonce': '1481324598292119552', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1481305618794024990'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:03.948000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1481324599768780840', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '/secret', 'components': [], 'channel_type': 0, 'channel_id': '1481301186266267681', 'author': {'username': 'madi.hauptmann', 'public_flags': 0, 'primary_guild': None, 'id': '1387933751937339475', 'global_name': 'madihauptmann', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1481301185226084516'}}
[2026-03-11 12:15:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:15:06] [DEBUG   ] discord.client: Dispatching event message
[2026-03-11 12:15:06] [DEBUG   ] discord.client: Dispatching event command
[2026-03-11 12:15:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 24, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-11T16:15:06.569000+00:00', 'pinned': False, 'nonce': '17192765266110103722', 'mentions': [{'username': 'madi.hauptmann', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1481305618794024990'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:03.948000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1387933751937339475', 'global_name': 'madihauptmann', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1481301380365942807'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-11T14:42:50.409504+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1481324601043587102', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@1387933751937339475>, welcome to the club!', 'components': [], 'channel_type': 0, 'channel_id': '1481301186266267681', 'author': {'username': 'python_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1481299697774624949', 'global_name': None, 'display_name_styles': None, 'discriminator': '2109', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1481301185226084516'}}
[2026-03-11 12:15:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-11 12:15:06] [DEBUG   ] discord.client: Dispatching event message
[2026-03-11 12:15:06] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1481301186266267681/messages with {"content":"<@1387933751937339475>, welcome to the club!","components":[],"nonce":"17192765266110103722","enforce_nonce":true,"tts":false} has returned 200
[2026-03-11 12:15:06] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1481301186266267681/messages has received {'type': 0, 'content': '<@1387933751937339475>, welcome to the club!', 'mentions': [{'id': '1387933751937339475', 'username': 'madi.hauptmann', 'avatar': None, 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'madihauptmann', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-11T16:15:06.569000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1481324601043587102', 'channel_id': '1481301186266267681', 'author': {'id': '1481299697774624949', 'username': 'python_bot', 'avatar': None, 'discriminator': '2109', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '17192765266110103722'}
[2026-03-11 12:15:06] [DEBUG   ] discord.client: Dispatching event command_completion
[2026-03-11 12:15:18] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 24.
[2026-03-11 12:15:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-11 12:16:00] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 24.
[2026-03-11 12:16:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-11 12:16:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_ROLE_UPDATE', 's': 25, 'op': 0, 'd': {'role': {'version': 1773245769710, 'unicode_emoji': None, 'tags': {'bot_id': '1481299697774624949'}, 'position': 2, 'permissions': '563242280021056', 'name': 'python_bot', 'mentionable': False, 'managed': True, 'id': '1481301380365942807', 'icon': None, 'hoist': False, 'flags': 0, 'description': None, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, 'guild_id': '1481301185226084516'}}
[2026-03-11 12:16:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
